favorites,retweets,tweet_id
338,97,667801013445750784
717,340,667793409583771648
421,251,667782464991965184
240,59,667773195014021121
457,227,667766675769573376
383,155,667728196545200128
499,331,667724302356258817
0,35,667550904950915073
0,33,667550882905632768
5940,2374,667549055577362432
341,130,667546741521195010
889,544,667544320556335104
208,69,667538891197542400
839,557,667534815156183040
485,251,667530908589760512
1742,1154,667524857454854144
377,198,667517642048163840
6940,2205,667509364010450944
544,224,667502640335572993
537,284,667495797102141441
546,235,667491009379606528
264,100,667470559035432960
194,64,667455448082227200
320,92,667453023279554560
803,601,667443425659232256
458,247,667437278097252352
310,85,667435689202614272
474,224,667405339315146752
198,58,667393430834667520
376,168,667369227918143488
500,249,667211855547486208
626,269,667200525029539841
394,109,667192066997374976
759,430,667188689915760640
14650,6413,667182792070062081
193,57,667177989038297088
621,473,667176164155375616
251,86,667174963120574464
225,93,667171260800061440
2742,1182,667165590075940865
262,65,667160273090932737
48751,17655,667152164079423490
4703,2287,667138269671505920
334,131,667119796878725120
340,130,667090893657276420
411,126,667073648344346624
85,14,667070482143944705
169,49,667065535570550784
221,56,667062181243039745
188,51,667044094246576128
456,228,667012601033924608
248,97,666996132027977728
2597,1006,666983947667116034
832,564,666837028449972224
219,80,666835007768551424
256,98,666826780179869698
527,258,666817836334096384
243,94,666804364988780544
772,493,666786068205871104
392,201,666781792255496192
355,177,666776908487630848
239,66,666739327293083650
436,222,666701168228331520
190,48,666691418707132416
892,588,666649482315059201
234,84,666644823164719104
523,211,666454714377183233
105,21,666447344410484738
126,49,666437273139982337
166,54,666435652385423360
321,199,666430724426358785
164,84,666428276349472768
318,111,666421158376562688
126,47,666418789513326592
445,328,666411507551481857
110,41,666407126856765440
168,85,666396247373291520
189,93,666373753744588802
777,572,666362758909284353
220,73,666353288456101888
295,137,666345417576210432
198,91,666337882303524864
505,355,666293911632134144
148,65,666287406224695296
174,76,666273097616637952
103,35,666268910803644416
14319,6606,666104133288665088
80,13,666102155909144576
155,68,666099513787052032
164,74,666094000022159362
119,45,666082916733198337
322,163,666073100786774016
148,61,666071193221509120
476,219,666063827256086533
111,57,666058600524156928
296,142,666057090499244032
434,250,666055525042405380
1217,849,666051853826850816
133,58,666050758794694657
108,41,666049248165822465
299,141,666044226329800704
125,44,666033412701032449
130,47,666029285002620928
2562,516,666020888022790149
